Low-Density Growth Rate,Migration Rate,Suppressed,Gen Suppressed,Chased,Gen Chased,Avg Nondrive GC during Chase,Var in Nondrive GC during Chase,Avg Overall GC during Chase,Var in Overall GC During Chase,Avg Popsize during Chase,Var in Popsize during Chase,Duration of Chase,Drive Lost,Gen Drive Lost,Equilibrium State,Gen Equilibrium State,Simulation Stopped after 1000,Rate One Drive at End,R1 Resistance Occurred,Gen 10000 R1 Alleles Formed,DriveLostWithChase,DriveLostWithoutChase
6,0.01,0,10000,1,79,0.046117258,0.001064609,0.030075778,0.000543218,13333.07634,29682766.52,921,0,10000,0,10000,1,0.317181,0,10000,0,0
6,0.01,0,10000,1,77,0.04198586,0.000352732,0.026396612,0.000164332,12889.26877,14640583.94,923,0,10000,0,10000,1,0.359917,0,10000,0,0
6,0.01,0,10000,1,84,0.035893459,0.000168541,0.021335069,6.15E-05,13628.10855,13267259.47,916,0,10000,0,10000,1,0.329118,0,10000,0,0
6,0.01,0,10000,1,80,0.047484501,0.000715385,0.030939521,0.000375691,11990.5131,14491257.7,920,0,10000,0,10000,1,0.403538,0,10000,0,0
6,0.01,0,10000,1,81,0.037172925,0.000258048,0.022388053,9.42E-05,13634.14536,12504832.96,919,0,10000,0,10000,1,0.34648,0,10000,0,0
6,0.01,0,10000,1,79,0.050043419,0.002890157,0.032685319,0.00145941,13045.0916,20040508.32,921,0,10000,0,10000,1,0.408305,0,10000,0,0
6,0.01,0,10000,1,82,0.038477947,0.00016206,0.02322289,6.63E-05,12625.80635,8975630.003,918,0,10000,0,10000,1,0.414634,0,10000,0,0
6,0.01,0,10000,1,92,0.048140956,0.001662489,0.031597591,0.000941894,12900.18584,27001486.49,908,0,10000,0,10000,1,0.32793,0,10000,0,0
6,0.01,0,10000,1,103,0.052178433,0.009810729,0.036535425,0.006730669,13526.63606,22926776.41,897,0,10000,0,10000,1,0.363748,0,10000,0,0
6,0.01,0,10000,1,78,0.039181509,0.000289979,0.023527655,0.000107998,13487.31046,14576072.02,922,0,10000,0,10000,1,0.400611,0,10000,0,0
