Fitness,Drive Efficiency,Suppressed,Gen Suppressed,Chased,Gen Chased,Avg Nondrive GC during Chase,Var in Nondrive GC during Chase,Avg Overall GC during Chase,Var in Overall GC During Chase,Avg Popsize during Chase,Var in Popsize during Chase,Duration of Chase,Drive Lost,Gen Drive Lost,Equilibrium State,Gen Equilibrium State,Simulation Stopped after 1000,Rate One Drive at End,R1 Resistance Occurred,Gen 10000 R1 Alleles Formed,DriveLostWithChase,DriveLostWithoutChase
0.95,0.81,0,10000,1,21,0.03115631,0.00030182,0.01328384,4.02E-05,7137.9241,7720022.67,979,0,10000,0,10000,1,0.754269,0,10000,0,0
0.95,0.81,0,10000,1,21,0.02957402,0.00027896,0.01276502,4.52E-05,7587.56308,14931145.7,979,0,10000,0,10000,1,0.74637,0,10000,0,0
0.95,0.81,0,10000,1,22,0.03247883,0.00029425,0.01391425,4.30E-05,7416.18481,12821297.8,978,0,10000,0,10000,1,0.794333,0,10000,0,0
0.95,0.81,0,10000,1,21,0.03562018,0.00046955,0.01560331,0.00011467,7384.81949,12292577.1,979,0,10000,0,10000,1,0.808333,0,10000,0,0
0.95,0.81,0,10000,1,22,0.03070365,0.00029703,0.01369183,5.73E-05,7355.15503,14795273.8,978,0,10000,0,10000,1,0.824914,0,10000,0,0
0.95,0.81,0,10000,1,21,0.0317584,0.00028078,0.01261286,3.14E-05,8116.04308,13174972.3,979,0,10000,0,10000,1,0.7278,0,10000,0,0
0.95,0.81,0,10000,1,21,0.03107292,0.00029811,0.01323047,4.53E-05,7253.84923,7014647.93,979,0,10000,0,10000,1,0.823595,0,10000,0,0
0.95,0.81,0,10000,1,21,0.03356206,0.0004176,0.01427204,7.01E-05,7536.63795,13587430.6,979,0,10000,0,10000,1,0.533495,0,10000,0,0
0.95,0.81,0,10000,1,21,0.0317377,0.00034621,0.01336061,7.29E-05,7471.96308,8397386.78,979,0,10000,0,10000,1,0.813048,0,10000,0,0
0.95,0.81,0,10000,1,23,0.0362526,0.00051289,0.01508064,8.71E-05,7424.24563,10761370.5,977,0,10000,0,10000,1,0.686095,0,10000,0,0
0.95,0.81,0,10000,1,22,0.03499178,0.00046726,0.01438254,6.28E-05,8285.55955,19755856.9,978,0,10000,0,10000,1,0.819881,0,10000,0,0
0.95,0.81,0,10000,1,21,0.03147489,0.00033371,0.01309937,4.43E-05,7359.55077,8796064.94,979,0,10000,0,10000,1,0.681892,0,10000,0,0
0.95,0.81,0,10000,1,22,0.02982352,0.00028852,0.01313895,4.96E-05,7180.19405,9399635.1,978,0,10000,0,10000,1,0.770889,0,10000,0,0
0.95,0.81,0,10000,1,22,0.03243503,0.00033068,0.01419905,5.16E-05,7190.37474,9879384.63,978,0,10000,0,10000,1,0.846304,0,10000,0,0
0.95,0.81,0,10000,1,22,0.02893376,0.00026221,0.01263173,4.11E-05,7344.05133,10275617.7,978,0,10000,0,10000,1,0.839705,0,10000,0,0
0.95,0.81,0,10000,1,22,0.03318363,0.00043159,0.0154149,0.00011454,7084.65092,14965304.2,978,0,10000,0,10000,1,0.836955,0,10000,0,0
0.95,0.81,0,10000,1,23,0.03219461,0.00032484,0.01380057,5.34E-05,7599.57554,15817006.4,977,0,10000,0,10000,1,0.832187,0,10000,0,0
0.95,0.81,0,10000,1,21,0.03250408,0.00029097,0.0144028,5.64E-05,7202.03282,9664771.64,979,0,10000,0,10000,1,0.805393,0,10000,0,0
0.95,0.81,0,10000,1,22,0.03195352,0.0002972,0.01389037,5.00E-05,8073.25051,20061755.6,978,0,10000,0,10000,1,0.813043,0,10000,0,0
0.95,0.81,0,10000,1,20,0.03261752,0.00032144,0.01476731,7.21E-05,7075.79406,10211830.9,980,0,10000,0,10000,1,0.393644,0,10000,0,0
0.95,0.81,0,10000,1,21,0.03185639,0.00030208,0.01384026,5.04E-05,7104.66769,7985600.01,979,0,10000,0,10000,1,0.852031,0,10000,0,0
0.95,0.81,0,10000,1,21,0.03016984,0.00029691,0.01313215,4.75E-05,7003.59897,5954180.94,979,0,10000,0,10000,1,0.749724,0,10000,0,0
0.95,0.81,0,10000,1,22,0.03158456,0.00029627,0.01394691,5.34E-05,7344.49281,13449922.4,978,0,10000,0,10000,1,0.804354,0,10000,0,0
0.95,0.81,0,10000,1,22,0.03153576,0.00034161,0.01365501,6.25E-05,7246.86756,10775380.5,978,0,10000,0,10000,1,0.845057,0,10000,0,0
0.95,0.81,0,10000,1,22,0.03516668,0.00043805,0.01487057,6.27E-05,6998.15503,8472517.04,978,0,10000,0,10000,1,0.85172,0,10000,0,0
0.95,0.81,0,10000,1,21,0.03272035,0.00033225,0.01447299,6.71E-05,7209.17436,11730331.4,979,0,10000,0,10000,1,0.657047,0,10000,0,0
0.95,0.81,0,10000,1,21,0.03299797,0.00030007,0.01464003,6.56E-05,7080.04513,9373589.2,979,0,10000,0,10000,1,0.848606,0,10000,0,0
0.95,0.81,0,10000,1,23,0.03340316,0.00048684,0.01516512,0.00010306,6959.72662,11472347.6,977,0,10000,0,10000,1,0.727391,0,10000,0,0
0.95,0.81,0,10000,1,22,0.03138047,0.00031559,0.01373706,6.06E-05,7203.3922,8093215.79,978,0,10000,0,10000,1,0.832777,0,10000,0,0
0.95,0.81,0,10000,1,21,0.03506274,0.0004486,0.01486644,7.06E-05,7882.13538,20696163,979,0,10000,0,10000,1,0.830186,0,10000,0,0
0.95,0.81,0,10000,1,23,0.03041273,0.00034067,0.01275432,4.73E-05,7428.78109,9531080.66,977,0,10000,0,10000,1,0.842466,0,10000,0,0
0.95,0.81,0,10000,1,21,0.03315814,0.00036125,0.01372557,4.88E-05,7373.60615,9229074.02,979,0,10000,0,10000,1,0.879051,0,10000,0,0
0.95,0.81,0,10000,1,21,0.03370514,0.00048358,0.01441187,7.38E-05,7379.72615,11141096.7,979,0,10000,0,10000,1,0.826409,0,10000,0,0
0.95,0.81,0,10000,1,22,0.03231181,0.00033197,0.01380413,4.77E-05,7162.74641,8229676.08,978,0,10000,0,10000,1,0.750409,0,10000,0,0
0.95,0.81,0,10000,1,20,0.03287232,0.00037479,0.01410402,5.81E-05,7274.30943,11877378.8,980,0,10000,0,10000,1,0.828143,0,10000,0,0
