Avoidance Factor,Fecundity Penalty,Suppressed,Gen Suppressed,Chased,Gen Chased,Avg Nondrive GC during Chase,Var in Nondrive GC during Chase,Avg Overall GC during Chase,Var in Overall GC During Chase,Avg Popsize during Chase,Var in Popsize during Chase,Duration of Chase,Drive Lost,Gen Drive Lost,Equilibrium State,Gen Equilibrium State,Simulation Stopped after 1000,Rate One Drive at End,R1 Resistance Occurred,Gen 10000 R1 Alleles Formed,DriveLostWithChase,DriveLostWithoutChase
-0.9,0,0,10000,1,20,0.04130057,0.00043442,0.01705021,8.97E-05,11076.124,29400157.2,980,0,10000,0,10000,1,0.390144,0,10000,0,0
-0.9,0,0,10000,1,23,0.04329354,0.00049751,0.01781191,7.69E-05,10268.6629,20899665.7,977,0,10000,0,10000,1,0.674025,0,10000,0,0
-0.9,0,0,10000,1,21,0.04183176,0.00052177,0.01748225,0.00010251,10856.3744,28434956.8,979,0,10000,0,10000,1,0.786852,0,10000,0,0
-0.9,0,0,10000,1,22,0.03922192,0.00039899,0.0162322,6.24E-05,11203.1941,33554695.4,978,0,10000,0,10000,1,0.705062,0,10000,0,0
-0.9,0,0,10000,1,21,0.04282281,0.0005231,0.01739802,7.49E-05,11148.798,30801954.9,979,0,10000,0,10000,1,0.721893,0,10000,0,0
-0.9,0,0,10000,1,20,0.04057378,0.00038289,0.01683586,7.77E-05,10555.3934,23057413.4,980,0,10000,0,10000,1,0.334111,0,10000,0,0
-0.9,0,0,10000,1,22,0.04197606,0.00055492,0.01792684,0.00012548,10854.0986,28073607.7,978,0,10000,0,10000,1,0.621832,0,10000,0,0
-0.9,0,0,10000,1,21,0.04052489,0.00030865,0.01685063,5.74E-05,10412.5231,19540811.2,979,0,10000,0,10000,1,0.737381,0,10000,0,0
-0.9,0,0,10000,1,21,0.04106993,0.00038725,0.01667763,6.80E-05,10588.9651,24442206.1,979,0,10000,0,10000,1,0.672574,0,10000,0,0
-0.9,0,0,10000,1,20,0.04634552,0.00096575,0.02042308,0.00033575,10464.0584,27441357,980,0,10000,0,10000,1,0.776375,0,10000,0,0
-0.9,0,0,10000,1,21,0.04463186,0.00050703,0.01908828,0.00010426,9956.77949,23488594.7,979,0,10000,0,10000,1,0.50234,0,10000,0,0
-0.9,0,0,10000,1,20,0.04606036,0.00075442,0.01960393,0.00016815,10428.3006,29019556.1,859,1,879,0,10000,0,10000,0,10000,1,0
-0.9,0,0,10000,1,22,0.04278317,0.0004775,0.01700622,7.73E-05,10264.2279,17451725.3,978,0,10000,0,10000,1,0.679813,0,10000,0,0
-0.9,0,0,10000,1,21,0.04580587,0.00054703,0.018585,9.98E-05,10688.5949,26389436.9,979,0,10000,0,10000,1,0.769547,0,10000,0,0
-0.9,0,0,10000,1,20,0.04141439,0.00049231,0.01684458,7.45E-05,10768.5441,39965480.6,980,0,10000,0,10000,1,0.512465,0,10000,0,0
-0.9,0,0,10000,1,19,0.04181567,0.0003809,0.01709343,6.21E-05,10654.8332,27315390.6,981,0,10000,0,10000,1,0.460436,0,10000,0,0
-0.9,0,0,10000,1,20,0.04328504,0.0006066,0.01828069,0.00013886,10263.7223,24880456.3,980,0,10000,0,10000,1,0.5067,0,10000,0,0
-0.9,0,0,10000,1,21,0.04127481,0.00046062,0.01714338,8.41E-05,11530.0503,39193220.9,979,0,10000,0,10000,1,0.29719,0,10000,0,0
-0.9,0,0,10000,1,22,0.04215359,0.0004751,0.01691469,7.13E-05,11056.155,25297585.2,978,0,10000,0,10000,1,0.648229,0,10000,0,0
-0.9,0,0,10000,1,20,0.04380005,0.00053425,0.01814459,0.0001066,10873.3924,29524397,980,0,10000,0,10000,1,0.483135,0,10000,0,0
-0.9,0,0,10000,1,22,0.04302471,0.00045806,0.01783932,8.19E-05,11100.9343,32261978.2,978,0,10000,0,10000,1,0.88641,0,10000,0,0
-0.9,0,0,10000,1,20,0.04155796,0.00039881,0.01763916,7.65E-05,10527.7049,27387616.5,980,0,10000,0,10000,1,0.757576,0,10000,0,0
-0.9,0,0,10000,1,20,0.04349974,0.000484,0.01808385,9.39E-05,10619.7684,25621197,980,0,10000,0,10000,1,0.637347,0,10000,0,0
-0.9,0,1,951,1,20,0.0413709,0.00042517,0.01750621,7.96E-05,10372.0378,22923020.6,929,0,10000,0,10000,0,10000,0,10000,0,0
-0.9,0,0,10000,1,19,0.04401166,0.00051412,0.01881785,0.00010922,9776.38076,21697257.7,981,0,10000,0,10000,1,0.822912,0,10000,0,0
-0.9,0,0,10000,1,20,0.04024038,0.00054656,0.01632985,7.93E-05,11765.1814,43810456.7,980,0,10000,0,10000,1,0.663124,0,10000,0,0
-0.9,0,0,10000,1,20,0.04330178,0.00059474,0.01790615,0.00010774,10952.5092,34230876.3,980,0,10000,0,10000,1,0.651192,0,10000,0,0
-0.9,0,0,10000,1,21,0.03985721,0.00040777,0.01650163,7.53E-05,10783.3682,28492884.4,979,0,10000,0,10000,1,0.601253,0,10000,0,0
