Density,Suppressed, Gen Suppressed, Chased, Gen Chased, Avg GC during Chase, Var in GC during Chase, Avg Popsize during Chase, Var in Popsize during Chase, Duration of Chase, Drive Lost, Gen Drive Lost, Equilibrium State, Gen Equilibrium State, Simulation Stopped after 1000, Rate One Drive at End
90000,0,10000,1,20,0.06767755,0.002028486,6051.678862,45717717.62,496,1,516,0,10000,0,10000
90000,1,64,1,21,0.127742666,0.026641318,4791.763158,28361984.92,42,0,10000,0,10000,0,10000
90000,1,260,1,24,0.07260177,0.002671966,5400.204348,83688307.13,234,0,10000,0,10000,0,10000
90000,0,10000,1,23,0.097910078,0.003300211,2535.217391,7600617.996,27,1,50,0,10000,0,10000
90000,1,46,1,24,0.092785347,0.004936425,9009.235294,62103015,21,0,10000,0,10000,0,10000
90000,1,101,1,22,0.071477,0.001314594,3181.283784,18270955.34,78,0,10000,0,10000,0,10000
90000,1,415,1,24,0.068889815,0.001918244,7023.319481,91301056.66,389,0,10000,0,10000,0,10000
90000,0,10000,1,20,0.104224443,0.009120036,4282.834862,20811649.18,113,1,133,0,10000,0,10000
90000,1,761,1,21,0.072699062,0.00230841,7692.990463,109702700.5,738,0,10000,0,10000,0,10000
90000,1,375,1,23,0.072761395,0.004349731,5800.899135,55688749.78,351,0,10000,0,10000,0,10000
90000,1,78,1,23,0.093528462,0.01103064,4792.48,19305089.05,54,0,10000,0,10000,0,10000
90000,1,104,1,22,0.056565704,0.001049609,12649.65789,99967316.46,80,0,10000,0,10000,0,10000
90000,1,26,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000
90000,0,10000,1,22,0.06343461,0.003240296,8541.938596,184020188.3,232,1,254,0,10000,0,10000
90000,1,253,1,21,0.07201271,0.002816548,5614.128319,73675970.94,230,0,10000,0,10000,0,10000
100000,1,105,1,25,0.077327809,0.002918275,4215.413333,13137445.47,79,0,10000,0,10000,0,10000
100000,1,852,1,24,0.081450682,0.00429705,6575.62819,120280773.1,827,0,10000,0,10000,0,10000
100000,1,128,1,25,0.135157792,0.009657937,1484.752577,1982419.898,101,0,10000,0,10000,0,10000
100000,1,361,1,22,0.073780689,0.002260517,6081.035928,77106024.83,338,0,10000,0,10000,0,10000
100000,0,10000,1,22,0.0917891,0.002224452,2647.081081,12469418.97,78,1,100,0,10000,0,10000
100000,1,655,1,20,0.072179269,0.002403221,8393.958665,144185703.1,633,0,10000,0,10000,0,10000
100000,1,26,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000
100000,0,10000,1,22,0.080952318,0.003018671,6161.801887,67093564.23,322,1,344,0,10000,0,10000
100000,0,10000,1,22,0.071503385,0.008008309,9070.424242,88605668.43,37,1,59,0,10000,0,10000
100000,1,486,1,23,0.077525219,0.003056136,5986.358079,48812928.51,462,0,10000,0,10000,0,10000
100000,1,387,1,20,0.063852407,0.002072099,7464.585635,60418010.17,366,0,10000,0,10000,0,10000
100000,1,47,1,22,0.12287636,0.020851586,2517.3,6499931.51,24,0,10000,0,10000,0,10000
100000,0,10000,1,21,0.074828234,0.003884525,6107.928058,84697503.65,143,1,164,0,10000,0,10000
