,R1 Rate,Suppressed,Gen Suppressed,Chased,Gen Chased,Avg Nondrive GC during Chase,Var in Nondrive GC during Chase,Avg Overall GC during Chase,Var in Overall GC During Chase,Avg Popsize during Chase,Var in Popsize during Chase,Duration of Chase,Drive Lost,Gen Drive Lost,Equilibrium State,Gen Equilibrium State,Simulation Stopped after 1000,Rate One Drive at End,R1 Resistance Occurred,Gen 10000 R1 Alleles Formed,DriveLostWithChase,DriveLostWithoutChase,ResWithChase,ResWithoutChase
147,1.00E-06,1,48,1,20,0.113389733,0.007030564,0.055614124,0.002411902,4511.095238,10195344.09,25,0,10000,0,10000,0,10000,0,10000,0,0,0,0
148,1.00E-06,0,10000,1,23,0.074853105,0.004426316,0.038802957,0.001668867,10111.93298,68234556.66,571,1,594,0,10000,0,10000,0,10000,1,0,0,0
149,1.00E-06,0,10000,1,19,0.062492828,0.002050589,0.031679664,0.000809313,10749.62027,69871921.55,981,0,10000,0,10000,1,0.738191,0,10000,0,0,0,0
150,1.00E-06,1,51,1,23,0.071648773,0.001749655,0.034732809,0.000313974,6730.681818,18932108.94,26,0,10000,0,10000,0,10000,0,10000,0,0,0,0
151,1.00E-06,1,154,1,22,0.057936216,0.001528353,0.028652191,0.000417936,12783.65079,155336327.9,130,0,10000,0,10000,0,10000,0,10000,0,0,0,0
152,1.00E-06,0,10000,1,24,0.066081057,0.002009136,0.034281669,0.000941069,8912.802326,41002038.17,434,1,458,0,10000,0,10000,0,10000,1,0,0,0
153,1.00E-06,1,271,1,24,0.069053057,0.002704595,0.032716652,0.000575202,7956.15,25062474.54,244,0,10000,0,10000,0,10000,0,10000,0,0,0,0
154,1.00E-06,1,391,1,19,0.057245318,0.000950586,0.027169843,0.000274067,9215.29863,32002155.81,369,0,10000,0,10000,0,10000,0,10000,0,0,0,0
155,1.00E-06,1,70,1,24,0.057453413,0.001154835,0.033331132,0.000757729,10378,44841569.08,43,0,10000,0,10000,0,10000,0,10000,0,0,0,0
156,1.00E-06,1,325,1,23,0.078132912,0.004555847,0.042257303,0.001470136,10996.06102,125441571.2,299,0,10000,0,10000,0,10000,0,10000,0,0,0,0
