Low-Density Growth Rate,Migration Rate,Time Elapsed, Suppressed, Gen Suppressed, Chased, Gen Chased, Avg GC during Chase, Var in GC during Chase, Avg Popsize during Chase, Var in Popsize during Chase, Duration of Chase, Drive Lost, Gen Drive Lost, Equilibrium State, Gen Equilibrium State, Simulation Stopped after 1000, Rate One Drive at End, Thickness
2,0.007,109,1,214,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.074514661
2,0.007,119,1,223,1,173,0.195052991,0.016759092,528.2444444,69744.62914,49,0,10000,0,10000,0,10000,0.079758774
2,0.007,102,1,234,1,170,0.262909756,0.028480724,317.7457627,51228.46079,63,0,10000,0,10000,0,10000,0.082950441
2,0.007,97,1,210,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.080141429
2,0.007,102,1,209,1,25,0.064425467,0.015082565,1995.614525,1028550.203,183,0,10000,0,10000,0,10000,0.082363548
2,0.007,95,1,199,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.083565454
2,0.007,113,1,211,1,166,0.224176625,0.02559068,483.6,71793.74,44,0,10000,0,10000,0,10000,0.082496737
2,0.007,100,1,208,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.082957716
2,0.007,102,1,221,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.078268072
2,0.007,102,1,231,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.075129004
2,0.007,106,1,219,1,121,0.126906789,0.03785855,1128.784946,315142.986,97,0,10000,0,10000,0,10000,0.074362344
2,0.007,125,1,238,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.07941177
2,0.007,100,1,200,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.086044474
2,0.007,125,1,242,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.074331611
2,0.0075,91,1,198,0,10000,10000,10000,1000000,1000000,10000,0,10000,0,10000,0,10000,0.085020053
